,chromosome,start,end
OR7E111P,chr13,68476487,68477374
RN7SL22P,chr9,35671773,35672039
OR7E33P,chr13,68485219,68486080
EIF4EBP2P2,chr15,42873354,42873686
POTEC,chr18,14507338,14543584
ELL2P3,chr13,68863811,68865412
RNU1-134P,chr20,62540308,62540472
MIR941-2,chr20,62550834,62550950
HNRNPA1P18,chr13,68875737,68877434
MIR941-3,chr20,62551085,62551201
OR13E1P,chr9,35859059,35859980
DNTTIP1,chr20,44420576,44440066
MIR941-1,chr20,62551365,62551481
KRT8P50,chr15,43093166,43094603
NDUFA5P4,chr9,35874807,35875191
TCEB3CL2,chr18,44542731,44544607
RPL37P21,chr13,68905470,68905745
MIR1914,chr20,62572818,62572897
FDPSP4,chr15,43231508,43232556
JAM2,chr21,27011584,27089874
LINC00961,chr9,35909480,35911683
MIR647,chr20,62573984,62574079
RPS3AP52,chr13,69208322,69208618
RPS3AP47,chr15,43407897,43408691
SDAD1P2,chr20,10366427,10368454
RPL12P34,chr13,69228704,69229182
SPCS2P1,chr15,43423206,43423884
LINC00176,chr20,62665697,62671315
PGAM1P2,chr9,35943207,35943931
ATP5E,chr20,57600522,57607437
TCEB3CL,chr18,44548658,44550534
RN7SL761P,chr13,69267938,69268213
RNU6-1131P,chr18,44760813,44760919
ZDHHC20P4,chr13,69559190,69560196
YBX1P10,chr9,35971341,35972315
SNRPFP3,chr13,69675964,69676188
ATP5HP1,chr15,43560102,43560586
RPS27L,chr15,63418071,63450220
LINC00383,chr13,69796478,69866286
OR13C6P,chr9,35991333,35992282
CICP4,chr20,62921540,62924351
LINC00401,chr13,69885465,69896233
RN7SL487P,chr15,43683633,43683925
MIR4527,chr18,44906867,44906936
TCEB3C,chr18,44554573,44556449
RNU6-554P,chr15,43894741,43894846
SRSF1P1,chr13,69982348,69982867
RNU6-610P,chr15,43929830,43929936
LINC00266-1,chr20,62921738,62944485
OR2S1P,chr9,36013181,36014130
PDIA3P2,chr15,43941321,43941478
RNY3P10,chr13,70377072,70377173
TPMTP1,chr18,45156483,45157219
PSMC1P13,chr13,70468233,70469217
OR2AM1P,chr9,36021689,36022110
MIR5572,chr15,80873444,80873580
RNU6-380P,chr15,80956113,80956219
RNU4-53P,chr9,36267780,36267919
ATXN8OS,chr13,70681345,70713561
FAT1P1,chr20,10869230,10869736
HMGB3P24,chr9,36303496,36304921
MIR549,chr15,81134319,81134414
TCEB3B,chr18,44558943,44561988
RNU6-708P,chr18,45696155,45696261
RNU6-54P,chr13,71033596,71033702
KRTAP13-6P,chr21,31728833,31729203
MIR4475,chr9,36823536,36823596
RNU7-191P,chr18,45918962,45919021
SOGA2P1,chr13,71497796,71498587
MIR4327,chr21,31747612,31747696
FOXD4,chr9,116237,118417
RNA5SP456,chr18,46001858,46001971
LINC00348,chr13,71589273,71742549
KRTAP13-5P,chr21,31808784,31809282
MIR4540,chr9,36864251,36864305
MIR4743,chr18,46196971,46197039
MIR4476,chr9,36893459,36893528
RABEPKP1,chr13,71870342,71871367
KRTAP19-9P,chr21,31882625,31882815
MIR4514,chr15,81289758,81289814
RPS11P1,chr20,11326031,11326503
H3F3BP1,chr13,72249199,72249601
KRTAP19-10P,chr21,31886931,31887117
ANP32BP3,chr15,81409976,81410681
RPL21P109,chr13,72278313,72278787
KRTAP19-11P,chr21,31909597,31909700
PGAM3P,chr20,11601699,11602125
RPL35AP31,chr13,72420113,72420449
LINC00687,chr20,11781111,11851363
KRTAP21-4P,chr21,32114098,32114913
RPS10P21,chr13,72487842,72488316
KRTAP8-2P,chr21,32174560,32174745
RNA5SP32,chr13,72552226,72552344
RN7SKP111,chr20,11799469,11799739
KRTAP8-3P,chr21,32179250,32179437
RAB8B,chr15,63481668,63559981
RPL18AP17,chr13,73034270,73034467
KRTAP7-1,chr21,32201357,32202078
RPL21P110,chr13,73277831,73278276
UBE3AP2,chr21,32432919,32435487
HSPE1P22,chr9,94789780,94790106
PA2G4P2,chr20,12360704,12361903
RNU6-80P,chr13,73280155,73280261
UBE2C,chr20,44441215,44445596
RNU6-79P,chr13,73455246,73455352
PSMD10P3,chr13,73610539,73610986
FBXW11P1,chr21,32999440,33000913
GCNT7,chr20,55066548,55100981
FABP5P1,chr13,73674713,73675123
SLMO2,chr20,57608200,57617964
RNU6-66P,chr13,73687052,73687155
CHCHD4P3,chr9,37434174,37434583
ISM1-AS1,chr20,13218448,13220321
RN7SL463P,chr9,37459392,37459706
RNU4-10P,chr13,73765665,73765804
STRCP1,chr15,43991686,44010382
HDHD2,chr18,44633774,44676891
RNY1P8,chr13,73801284,73801397
MARK2P12,chr13,73981905,73982489
GAPDHP2,chr20,13373324,13374321
LINC00393,chr13,73987610,74222390
RNU6-278P,chr20,13953962,13954070
ATP5J,chr21,27088815,27107984
RPS3P1,chr20,13984154,13984345
LINC00392,chr13,74138381,74162207
AIMP1P1,chr20,14108046,14108982
LINC00402,chr13,74805594,74834113
RN7SL864P,chr20,14203687,14203976
RAB1C,chr9,37636685,37637290
RNY1P5,chr13,74863237,74863351
RNU6-228P,chr20,14332966,14333071
ZBTB26,chr9,125677845,125693779
RPL21P108,chr13,74951300,74952088
RN7SKP171,chr9,37661744,37662046
FAM209A,chr20,55092243,55101198
MACROD2-IT1,chr20,14535030,14617170
LINC00381,chr13,74993310,75009296
DTWD1,chr15,49913177,49937333
PAICSP1,chr9,37878113,37879490
RPS10P2,chr20,14738209,14738702
CPXM1,chr20,2774715,2781283
MACROD2-AS1,chr20,14864899,14910161
LINC00347,chr13,75117975,75139582
RNU7-124P,chr9,37936704,37936765
FAM209B,chr20,55108302,55111576
MTND4P15,chr9,94873147,94874179
RNU6-1159P,chr20,15002199,15002305
RNU6-115P,chr20,15003498,15003604
RNU6-353P,chr15,43994561,43994668
RNA5SP475,chr20,15261410,15261519
RIOK3P1,chr13,75402690,75404217
ENSAP1,chr20,15600139,15600464
RNU1-77P,chr15,82466565,82466726
RNU6-38P,chr13,75683724,75683830
PPIAP17,chr20,16204395,16205180
SSR1P2,chr13,75710291,75711077
CATSPER2P1,chr15,44019116,44039292
VN1R48P,chr9,38504444,38505479
RHOV,chr15,41164412,41166487
RPLP0P1,chr20,16566978,16567338
CTAGE11P,chr13,75812080,75814432
FAM220BP,chr9,38527094,38527909
LINC01078,chr13,75824616,75826148
ADAMTS7P1,chr15,82590891,82626963
FURIN,chr15,91411822,91426688
TBC1D4-AS1,chr13,75949647,75951430
NIPA2,chr15,23004684,23034427
CYP4F33P,chr9,38542311,38542566
RNU6-27P,chr20,17168155,17168261
RNU1-131P,chr20,17189705,17189865
SNX18P3,chr9,38566257,38568208
DYNLT3P1,chr20,17459730,17460076
RPS27AP2,chr20,17497488,17497952
FAM201A,chr9,38620471,38624987
FAM204CP,chr13,76262692,76263333
MIR4744,chr18,46576057,46576138
RN7SKP69,chr20,17556851,17557155
LINC00561,chr13,76506531,76509268
GABPA,chr21,27106881,27144771
LINC01034,chr13,76587159,76588637
RNU6-192P,chr20,17884406,17884505
RNU6-765P,chr9,38680003,38680101
RN7SL571P,chr13,76709067,76709360
TFAP2C,chr20,55204358,55214339
SNORD17,chr20,17943353,17943589
BTF3P11,chr13,77502200,77502970
PTMAP3,chr20,17992599,17992928
VN2R3P,chr9,39016966,39039591
RPL7P44,chr13,77555310,77556051
MIR1539,chr18,47013709,47018248
SNORD58C,chr18,47015615,47015678
RPL15P1,chr20,18070760,18071359
ZNF831,chr20,57766075,57834168
DHX9P1,chr13,77559003,77562078
SNORD58A,chr18,47017653,47017717
TNNC2,chr20,44451853,44462384
VPS18,chr15,41186628,41196173
SNORD58B,chr18,47018034,47018099
SRP72P1,chr18,47021517,47023266
APH1B,chr15,63568217,63601325
RNU6-354P,chr15,44026377,44026483
RN7SL640P,chr9,39191097,39191355
MYCBP2-AS1,chr13,77649649,77672677
MIR1282,chr15,44085857,44085957
RNU7-137P,chr20,18076215,18076276
HMGN1P2,chr21,33078868,33079177
FAM74A5,chr9,39371062,39376913
SMUG1P1,chr18,47176720,47177530
PIN4P1,chr15,44168047,44168442
TPT1P1,chr21,33212653,33213170
ACTBP7,chr15,44281259,44282382
MYCBP2-AS2,chr13,77654646,77655325
RN7SL14P,chr20,18239200,18239495
RABGAP1,chr9,125703112,125867145
RNU2-56P,chr20,18246334,18246523
SCEL-AS1,chr13,78173890,78180686
RN7SKP74,chr20,18275787,18276095
GAPDHP55,chr15,44355709,44356511
IER3IP1,chr18,44681413,44702745
SCARNA17,chr18,47340503,47340646
RNY3P7,chr13,78197507,78197607
SPTLC1P5,chr13,78233548,78233799
MIR3665,chr13,78272147,78272251
RNA5SP457,chr18,47472636,47472759
RNY4P11,chr20,18309650,18309746
EDNRB-AS1,chr13,78402357,78408085
LINC00851,chr20,18359693,18362128
ADAD1P2,chr18,47590165,47590810
GCNT1P1,chr20,18400804,18402098
RN7SL310P,chr18,47733370,47733648
RNA5SP476,chr20,18414486,18414588
MIR3192,chr20,18451259,18451335
RNA5SP458,chr18,47845372,47845490
LINC00475,chr9,94903580,94922396
ATP5A1P9,chr9,39654198,39655518
RPL21P3,chr20,18465909,18466696
RPLP0P11,chr18,47984257,47985165
EDN3,chr20,57875482,57901047
DLL4,chr15,41221538,41231237
RN7SL462P,chr9,39720399,39720657
RPS19P1,chr20,18485277,18485710
RNF219-AS1,chr13,78493824,79191463
LINC00493,chr20,18548064,18550207
TMEM239,chr20,2795614,2800930
FAM74A1,chr9,39900346,39906219
RN7SL638P,chr20,18572974,18573261
RNU6ATAC34P,chr20,18591691,18591811
DUXAP7,chr20,18623426,18624278
VN2R4P,chr9,40063116,40085739
RN7SL810P,chr13,78521628,78521907
LINC01069,chr13,78563507,78564781
EEF1A1P34,chr20,18763068,18764334
LINC00446,chr13,78587018,78627730
ANKRD30B,chr18,14728271,14852737
UBE2Q2P2,chr15,82647360,82712277
BMP7,chr20,55743804,55841685
SRGNP1,chr13,78859973,78860423
LINC00652,chr20,18768295,18774979
SKOR2,chr18,44746293,44775554
C20orf141,chr20,2795633,2796479
RNY3P3,chr13,78929362,78929463
RPL31P54,chr13,78996958,78997327
TCEB1P23,chr13,79062317,79062648
VN2R5P,chr9,40371838,40394460
UBE2Q2P6,chr15,82664459,82748784
GPR21,chr9,125796806,125797975
RPL21P111,chr13,79335310,79335786
CBWD1,chr9,121041,188979
BEND3P2,chr9,94933523,94935776
LINC00331,chr13,79361454,79366442
CSPG4P8,chr15,82751614,82769399
SNORA84,chr9,95054743,95054875
RN7SL422P,chr9,40516806,40517064
HSPD1P8,chr13,79423366,79425343
FAM74A3,chr9,40715662,40722679
CCT5P2,chr13,79483054,79484677
HUNK-AS1,chr21,33393279,33394095
NIPA2P5,chr13,79664918,79668254
LINC00159,chr21,33452629,33570125
ATP5A1P1,chr9,41028804,41030086
BCAS2P3,chr13,79740254,79741020
RNA5SP33,chr13,79963669,79963766
MIS18A-AS1,chr21,33650174,33653299
RBM26-AS1,chr13,79980444,79998463
RPL17P1,chr20,20233947,20234482
RN7SL347P,chr15,44726452,44726705
HNRNPMP1,chr15,44739775,44741542
RN7SL109P,chr21,33714826,33715062
RN7SL690P,chr20,20297428,20297684
SNORA80,chr21,33749496,33749631
MIR4670,chr9,95290266,95290340
EIF4E2P1,chr20,20640354,20640608
NDFIP2-AS1,chr13,80051499,80055366
EXOSC3P1,chr21,33869122,33869621
LINC01068,chr13,80140881,80144983
RN7SL607P,chr20,20719078,20719374
RNA5SP490,chr21,33935385,33935520
LINC01038,chr13,80378553,80379820
MRPS11P1,chr20,20834764,20835285
LINC00846,chr21,33944548,33948191
LINC00382,chr13,80446721,80492079
FAM74A2,chr9,41306133,41311985
PCED1A,chr20,2815960,2821836
EIF3J-AS1,chr15,44819455,44829121
OR7E23P,chr21,33993359,33994406
RNU6-61P,chr13,80943561,80943669
LINC00237,chr20,21068245,21086999
HNRNPA1P31,chr13,81193233,81194202
PWWP2AP1,chr13,81228890,81231162
RPL24P2,chr20,21095364,21095838
PAXBP1-AS1,chr21,34100426,34115433
ARF4P4,chr13,81462483,81463002
FAM74A6,chr9,41516046,41523018
DPPA3P3,chr13,81689001,81689430
LINC00564,chr13,81800000,81801118
ZNF658B,chr9,41588823,41609544
RNU6-77P,chr13,81839882,81839972
HIGD1AP2,chr13,81847026,81847305
PTMAP5,chr13,82264046,82265207
GYG1P2,chr13,83397266,83398271
SMAD2,chr18,45357922,45457515
RNU6-67P,chr13,83872206,83872302
ATP5A1P8,chr9,41799259,41800556
VENTXP2,chr13,84481436,84481916
UBE2D3P4,chr13,84594462,84594897
MTND4P1,chr13,85094238,85095703
RBPJP5,chr9,41884765,41886211
MTND5P3,chr13,85095860,85098050
LINC00333,chr13,85136499,85137371
LINC00375,chr13,85639222,85653055
RN7SL763P,chr9,42031881,42032162
LINC00351,chr13,85937736,86118705
ATP8B4,chr15,50150435,50475014
RNU6-72P,chr13,86158883,86158988
MOB1AP1,chr13,86543134,86543668
STRBP,chr9,125871779,126030855
DDX6P2,chr13,86927755,86929524
ANKRD19P,chr9,95571670,95650975
FES,chr15,91426925,91439006
TXNL1P1,chr13,87377755,87378308
NIPA1,chr15,23043277,23100005
LINC00430,chr13,87564173,87589271
UBBP5,chr13,87871259,87871524
SPO11,chr20,55904815,55919050
LIN28AP2,chr13,88031727,88032513
MEP1AP1,chr9,42332815,42338938
MIR4500HG,chr13,88079469,88323514
PLK1S1,chr20,21106624,21227260
RNU6-1269P,chr9,42378941,42379047
CA12,chr15,63613577,63674360
MIR4500,chr13,88270920,88270995
SNX18P8,chr9,42438100,42438973
LINC00397,chr13,88453291,88456063
TET1P1,chr13,88542427,88544727
LINC00945,chr21,34430135,34437289
FAM95B1,chr9,42466317,42474239
RPL29P29,chr13,88888802,88889224
RNU1-119P,chr15,45176814,45176978
LINC00433,chr13,89193119,89197764
LINC00560,chr13,89279107,89282651
GRPEL2P1,chr13,89630701,89631039
RNU6-1108P,chr15,45219798,45219901
RNU6-1332P,chr15,45255028,45255131
LINC01047,chr13,89867101,89889144
PHACTR3,chr20,58152564,58422766
TRIM60P13,chr13,89901072,89902354
LINC00440,chr13,89925457,89932494
RNU6-966P,chr15,45265756,45265859
CNN2P2,chr9,42491162,42492070
RNU1-78P,chr15,45295062,45295226
SP3P,chr13,90013414,90015478
LINC01040,chr13,90129862,90152763
IGKV1OR9-2,chr9,42751727,42752381
LINC00353,chr13,90200945,90206058
C9orf66,chr9,213108,215893
MTND1P12,chr9,42779843,42779998
ROCK1,chr18,18526867,18691812
RPL7L1P1,chr13,90485411,90486195
BMS1P14,chr9,42808660,42812274
HNRNPA3P16,chr18,48340762,48342100
PEX12P1,chr13,90644085,90645132
RPL17P46,chr18,48349947,48350490
LINC00559,chr13,90712506,90771973
RNA5SP34,chr13,90787966,90788095
RN7SL695P,chr18,48633124,48633416
FAR1P1,chr13,90823120,90824053
CHAC1,chr15,41245160,41248710
SRSF10P1,chr18,48684652,48685753
KRT18P27,chr13,90882638,90883936
RNU1-46P,chr18,48810103,48810266
AQP7P3,chr9,42858072,42876505
MIR622,chr13,90883436,90883531
LINC01049,chr13,91145541,91187334
RNU6-75P,chr13,91434020,91434123
LINC00410,chr13,91543208,91578851
BRK1P2,chr13,91675986,91676208
CYP4F59P,chr9,43027748,43032877
LINC00380,chr13,91739508,91741847
SNX18P4,chr9,43062929,43063757
LINC00379,chr13,91779867,91783661
SS18L2P2,chr18,48947433,48948044
PPIAP23,chr13,91924335,91924831
RNA5SP477,chr20,21119597,21119715
RNU6-538P,chr9,43122799,43122905
RSL24D1P9,chr18,49139009,49139480
MIR17HG,chr13,92000074,92006833
RPS8P3,chr18,49371377,49371998
IL10RB-AS1,chr21,34636178,34638565
MEP1AP3,chr9,43162901,43169024
RNU6-714P,chr9,95583259,95583361
EEF1DP2,chr9,95599108,95599950
USF1P1,chr21,34706877,34707402
RPS15AP1,chr20,21146846,21147236
RPS5P3,chr21,34853887,34854502
RNU4ATAC3P,chr13,92712097,92712222
ZNF877P,chr20,21246492,21247103
FABP5P4,chr13,92832968,92833138
SNX21,chr20,44462449,44471914
GPC5-AS2,chr13,92992047,92992856
BTF3P6,chr21,34890917,34891415
GPC5-IT1,chr13,93136859,93162347
RN7SL61P,chr15,82770180,82770459
MIR548AS,chr13,93142416,93142473
ATP5A1P5,chr9,43399987,43401315
GPC5-AS1,chr13,93353642,93373867
RN7SKP140,chr20,21405396,21405679
RPL29P32,chr18,51131624,51132095
GOLGA6L17P,chr15,82804003,82810874
GSTM3P1,chr20,21482033,21482606
NKX2-2-AS1,chr20,21492085,21492947
LINC00649,chr21,35287838,35349992
SNORA37,chr18,51748654,51748782
SNRPGP2,chr18,51933259,51933484
DNM1P38,chr15,82816060,82818549
SLC25A6P1,chr20,21722941,21723715
RN7SL343P,chr9,43802781,43803039
RPL41P1,chr20,21735866,21736171
RPSAP57,chr18,52411981,52412812
CNN2P4,chr9,43997830,43998733
CRB2,chr9,126118449,126142603
ADAMTS7P2,chr15,82888224,82924290
CYP4F60P,chr9,44019596,44020591
RAE1,chr20,55926066,55954267
MAP1LC3P,chr18,52621634,52621963
SNX18P5,chr9,44046989,44047817
VPS16,chr20,2821349,2847378
ANKRD20A7P,chr9,44076368,44118444
RNA5SP459,chr18,52813777,52813876
LINC00261,chr20,22528309,22559280
GOLGA8I,chr15,23255242,23268823
RNU6-599P,chr9,44107813,44107919
MIR4529,chr18,53146452,53146529
MEP1AP4,chr9,44147906,44154014
RPL21P126,chr18,53303064,53303541
KRT18P3,chr20,22713440,22714727
RN7SL740P,chr21,35291350,35291642
RN7SL256P,chr15,82969419,82969698
SNX18P2,chr9,95655980,95656787
CSPG4P9,chr15,82970479,82988374
ALOX15P2,chr9,95675438,95683842
LINC00656,chr20,23105705,23113258
RNA5SP478,chr20,23141494,23141608
APP,chr21,27252861,27543446
UBE2Q2P3,chr15,83023847,83088805
RNU6-953P,chr15,45646977,45647083
ACOT8,chr20,44470360,44486045
RBPJP6,chr9,44471985,44473415
INO80,chr15,41271078,41408552
RNA5SP479,chr20,23361533,23361649
MIR147B,chr15,45725248,45725327
CST12P,chr20,23456337,23460435
RNU7-5P,chr15,45738661,45738722
ATP5A1P6,chr9,44558938,44560285
CST13P,chr20,23499783,23522655
CST9LP1,chr20,23528401,23531289
HMGN2P46,chr15,45803334,45878488
CST2P1,chr20,23691957,23692043
SLC27A2,chr15,50474393,50528592
FAM27E4,chr9,44997777,44999352
CSTP1,chr20,23899408,23902806
RNU6-829P,chr9,96137838,96137949
POM121L3P,chr20,23969929,23971091
DPPA5P2,chr15,45858974,45859272
TUBA3C,chr13,19747910,19755992
RNU1-23P,chr20,24217891,24218034
GAPDHP53,chr20,24426027,24426950
CDK2AP2P1,chr9,45363481,45363852
MYO5BP1,chr9,45375910,45377188
RNU6-1257P,chr20,24954807,24954916
RNU6-1014P,chr15,46952856,46952958
RN7SKP101,chr15,47012391,47012710
MIR4291,chr9,96581639,96581703
RN7SL565P,chr9,45661987,45662268
RN7SKP139,chr15,47564794,47565086
CYCSP24,chr9,96800312,96800627
PPIAP2,chr20,25348911,25349402
RNU6ATAC17P,chr20,25591789,25591859
ZNF337-AS1,chr20,25604681,25658710
MTRNR2L3,chr20,55933496,55934878
RN7SL722P,chr9,46048172,46048453
RN7SL594P,chr20,25635232,25635517
MED28P7,chr20,25650493,25651022
VN1R108P,chr20,25714900,25715729
MIRLET7A1,chr9,96938234,96938325
MIRLET7F1,chr9,96938629,96938715
CFTRP1,chr20,25900135,25900317
MIRLET7DHG,chr9,96938884,96966850
WDR7-OT1,chr18,54695063,54706076
LINC-ROR,chr18,54721813,54739350
RBM38,chr20,55966463,55984389
DOCK8,chr9,214854,465259
DENND1A,chr9,126141933,126692431
RNU6-737P,chr18,54951833,54951939
MIRLET7D,chr9,96941116,96941202
FAM182A,chr20,26035291,26073683
RN7SL544P,chr9,46674882,46675163
RNU6-677P,chr9,97007971,97008041
NCOR1P1,chr20,26084052,26094664
VDAC1P11,chr9,97049981,97050832
GREB1L,chr18,18822203,19105378
MIR663A,chr20,26167556,26232162
CYYR1,chr21,27838528,27945603
SYCP2,chr20,58438618,58508710
RNU6-669P,chr9,97270020,97270126
PCAT7,chr9,97317351,97330409
HDC,chr15,50534144,50558223
MIR2278,chr9,97572244,97572339
RBPJP7,chr9,46912527,46913973
ATP5A1P7,chr9,46998213,46999491
TPTE2,chr13,19997017,20110903
VN2R6P,chr9,47249606,47264801
USP3,chr15,63796793,63886839
FAM74A4,chr9,65487273,65494248
ZBTB7C,chr18,45553044,45937123
MIR23B,chr9,97847490,97847586
RPS5P2,chr21,35507732,35508371
MLLT10P1,chr20,29637799,29638060
MIR27B,chr9,97847727,97847823
ADAMTS1,chr21,28208066,28217728
DKKL1P1,chr20,29861973,29862670
MIR3074,chr9,97848296,97848376
RNU6-742P,chr18,55422626,55422732
RPL31P3,chr20,29899106,29899765
LINC00310,chr21,35552978,35562220
RSL24D1P11,chr18,55505708,55506198
HAUS6P2,chr20,29929174,29932274
RNA5SP480,chr20,29944673,29944781
DEFB117,chr20,29948578,29948733
DEFB122,chr20,30009239,30016983
LHX2,chr9,126763949,126795580
HMGN1P30,chr18,55686021,55686293
LINC00028,chr20,30073581,30075377
RNA5SP288,chr9,97904731,97904823
HM13-IT1,chr20,30150969,30151879
HM13-AS1,chr20,30155510,30161066
RNU6-384P,chr20,30168892,30168995
RBPJP2,chr9,65973177,65974604
MIR3193,chr20,30194989,30195043
MT1P1,chr9,98175549,98175731
MIR122,chr18,56118306,56118390
RNU1-94P,chr20,30489057,30489229
ATP5A1P10,chr9,66058843,66060121
RNA5SP481,chr20,30596154,30596275
RNA5SP482,chr20,30638391,30638508
RSL24D1P6,chr20,30758193,30758593
RPL9P31,chr18,56298491,56299352
ADAMTS5,chr21,28290231,28338832
GOLGA8S,chr15,23599895,23612378
CNN2P5,chr9,66345261,66346161
TSPY26P,chr20,30774280,30778330
MRPL37P1,chr18,56357588,56359385
MIR1825,chr20,30825598,30825650
CYP4F61P,chr9,66366966,66367990
MPHOSPH8,chr13,20207788,20247599
SNX18P6,chr9,66394412,66395279
C20orf203,chr20,31219428,31261743
EXD1,chr15,41474923,41522941
RNA5SP283,chr9,66458144,66458262
BAK1P1,chr20,31276723,31278816
PTGER4P2,chr9,66499743,66499994
LINC00160,chr21,36096105,36109478
CDK2AP2P2,chr9,66500642,66501008
HDHD1P3,chr20,31635323,31635958
MYO5BP2,chr9,66513032,66514308
SOCS2P1,chr20,31775197,31776098
N6AMT1,chr21,30244513,30257693
BPIFA4P,chr20,31781391,31798268
RPL34P3,chr21,36844393,36844730
RPL9P8,chr15,83041000,83125316
EZH2P1,chr21,36972030,36972320
MIR802,chr21,37093013,37093106
RPS20P1,chr21,37097045,37097398
RPL12P3,chr20,31860068,31860463
CSPG4P10,chr15,83128128,83145983
PPP1R2P2,chr21,37259365,37260724
BPIFB5P,chr20,31904675,31917775
BPIFB9P,chr20,31935526,31942250
RN7SL511P,chr20,32046605,32046854
RPL31P2,chr20,32339973,32340349
MAN2A2,chr15,91445448,91465814
TPM3P2,chr20,32500129,32501142
RNU6-156P,chr9,66712628,66712734
KANK1,chr9,470291,746105
PIGPP3,chr20,32552968,32553382
LINC00476,chr9,98521513,98638259
PSPC1,chr13,20248896,20357142
RN7SL410P,chr15,83146764,83147043
GOLGA6L21P,chr15,83188579,83195251
GOLGA6L2,chr15,23684645,23692381
BMS1P9,chr9,66960613,66964189
MIR4755,chr20,32636925,32636996
RPS2P1,chr20,32710276,32711096
DNM1P42,chr15,83200404,83202890
XPOTP1,chr20,32801301,32803698
RNU2-46P,chr9,98622186,98622298
AQP7P4,chr9,67032331,67048373
RNA5SP289,chr9,98667287,98667423
RPL23AP3,chr21,37388377,37388844
RIMKLBP1,chr21,37422512,37423675
LINC00092,chr9,98782014,98790247
CDC42P1,chr20,32989955,32990502
ITCH-AS1,chr20,33029397,33029830
RNU6-992P,chr21,37438843,37438950
ITCH-IT1,chr20,33038735,33042357
MIR644A,chr20,33054130,33054223
AQP7P1,chr9,67272038,67289492
FDX1P1,chr20,33063729,33064279
NEK6,chr9,127019885,127115586
MEMO1P1,chr21,37502669,37504208
HMGB3P1,chr20,33421378,33422265
MIR499A,chr20,33578179,33578300
RNU6-407P,chr20,33618120,33618223
RNA5SP483,chr20,33783109,33783226
BMS1P10,chr9,67327775,67334983
SCARNA15,chr15,83421636,83425960
DMRT1,chr9,841690,969090
GABPB1,chr15,50569389,50647605
MKRN3,chr15,23810454,23873064
EIF4BP3,chr9,98908289,98910138
CTIF,chr18,46065417,46389588
MMP24-AS1,chr20,33804265,33865934
RNU6-1160P,chr9,99018498,99018601
MIR4515,chr15,83736087,83736167
RN7SL787P,chr9,67858947,67859228
CBR3-AS1,chr21,37504065,37528615
RNU6-401P,chr15,84386179,84386274
DMRT3,chr9,976964,991731
TUBA8P2,chr15,84408536,84408951
RNU6-368P,chr9,67937393,67937499
MT1P3,chr20,33805812,33805988
RNU6-1339P,chr15,84493615,84493705
ZMYM5,chr13,20397622,20437776
FAM83C-AS1,chr20,33873054,33873559
IGLL1,chr22,23915312,23922495
MIR1289-1,chr20,34041776,34041919
LTN1,chr21,30300466,30365270
EFTUD1P1,chr15,84748920,84795356
MYO5BP3,chr9,68357280,68358558
